serial,title,original_name,filename,location,type,affiliation,region_bucket,hiring_priority,website
254,Mathabhanga College,Mathabhanga College,mathabhanga-college.md,"Cooch Behar Panchanan Barma University / Cooch Behar region, West Bengal",College / Affiliated Institution,Cooch Behar Panchanan Barma University / Cooch Behar region,Rest of West Bengal,Not assessed,
255,Mekliganj College,Mekliganj College,mekliganj-college.md,"Cooch Behar Panchanan Barma University / Cooch Behar region, West Bengal",College / Affiliated Institution,Cooch Behar Panchanan Barma University / Cooch Behar region,Rest of West Bengal,Not assessed,
256,Netaji Subhas Mahavidyalaya,Netaji Subhas Mahavidyalaya,netaji-subhas-mahavidyalaya.md,"Cooch Behar Panchanan Barma University / Cooch Behar region, West Bengal",College / Affiliated Institution,Cooch Behar Panchanan Barma University / Cooch Behar region,Rest of West Bengal,Not assessed,
257,Sitalkuchi College,Sitalkuchi College,sitalkuchi-college.md,"Cooch Behar Panchanan Barma University / Cooch Behar region, West Bengal",College / Affiliated Institution,Cooch Behar Panchanan Barma University / Cooch Behar region,Rest of West Bengal,Not assessed,
258,Thakur Panchanan Mahila Mahavidyalaya,Thakur Panchanan Mahila Mahavidyalaya,thakur-panchanan-mahila-mahavidyalaya.md,"Cooch Behar Panchanan Barma University / Cooch Behar region, West Bengal",College / Affiliated Institution,Cooch Behar Panchanan Barma University / Cooch Behar region,Rest of West Bengal,Not assessed,
259,Tufanganj Mahavidyalaya,Tufanganj Mahavidyalaya,tufanganj-mahavidyalaya.md,"Cooch Behar Panchanan Barma University / Cooch Behar region, West Bengal",College / Affiliated Institution,Cooch Behar Panchanan Barma University / Cooch Behar region,Rest of West Bengal,Not assessed,
260,Asansol Girls' College,Asansol Girls' College,asansol-girls-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
261,Banwarilal Bhalotia College,Banwarilal Bhalotia College,banwarilal-bhalotia-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
262,"Bidhan Chandra College, Asansol","Bidhan Chandra College, Asansol",bidhan-chandra-college-asansol.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
263,Durgapur College of Commerce and Science,Durgapur College of Commerce and Science,durgapur-college-of-commerce-and-science.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
264,Durgapur Government College,Durgapur Government College,durgapur-government-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
265,Durgapur Women's College,Durgapur Women's College,durgapur-women-s-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
266,Kazi Nazrul Islam Mahavidyalaya,Kazi Nazrul Islam Mahavidyalaya,kazi-nazrul-islam-mahavidyalaya.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
267,Khandra College,Khandra College,khandra-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
268,Kulti College,Kulti College,kulti-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
269,Michael Madhusudan Memorial College,Michael Madhusudan Memorial College,michael-madhusudan-memorial-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
270,Pandaveswar College,Pandaveswar College,pandaveswar-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
271,Raniganj Girls' College,Raniganj Girls' College,raniganj-girls-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
272,"St. Xavier's College, Asansol","St. Xavier's College, Asansol",st-xavier-s-college-asansol.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
273,Triveni Devi Bhalotia College,Triveni Devi Bhalotia College,triveni-devi-bhalotia-college.md,"Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region, West Bengal",College / Affiliated Institution,Kazi Nazrul University / Paschim Bardhaman-Asansol-Durgapur region,Rest of West Bengal,Not assessed,
274,Achhruram Memorial College,Achhruram Memorial College,achhruram-memorial-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
275,Ananda Marga College,Ananda Marga College,ananda-marga-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
276,Arsha College,Arsha College,arsha-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
277,Balarampur College,Balarampur College,balarampur-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
278,Bandwan Mahavidyalaya,Bandwan Mahavidyalaya,bandwan-mahavidyalaya.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
279,Barabazar Bikram Tudu Memorial College,Barabazar Bikram Tudu Memorial College,barabazar-bikram-tudu-memorial-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
280,Bikramjit Goswami Memorial College,Bikramjit Goswami Memorial College,bikramjit-goswami-memorial-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
281,Chitta Mahato Memorial College,Chitta Mahato Memorial College,chitta-mahato-memorial-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
282,"Government General Degree College, Manbazar II","Government General Degree College, Manbazar II",government-general-degree-college-manbazar-ii.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
283,J. K. College,J. K. College,j-k-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
284,Kashipur Michael Madhusudhan Mahavidyalaya,Kashipur Michael Madhusudhan Mahavidyalaya,kashipur-michael-madhusudhan-mahavidyalaya.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
285,Kotshila Mahavidyalaya,Kotshila Mahavidyalaya,kotshila-mahavidyalaya.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
286,"Mahatma Gandhi College, Purulia","Mahatma Gandhi College, Purulia",mahatma-gandhi-college-purulia.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
287,Manbhum Mahavidyalaya,Manbhum Mahavidyalaya,manbhum-mahavidyalaya.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
288,Netaji Subhash Ashram Mahavidyalaya,Netaji Subhash Ashram Mahavidyalaya,netaji-subhash-ashram-mahavidyalaya.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
289,Nistarini Women's College,Nistarini Women's College,nistarini-women-s-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
290,Panchakot Mahavidyalaya,Panchakot Mahavidyalaya,panchakot-mahavidyalaya.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
291,Raghunathpur College,Raghunathpur College,raghunathpur-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
292,Ramananda Centenary College,Ramananda Centenary College,ramananda-centenary-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
293,Santaldih College,Santaldih College,santaldih-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
294,Sitaram Mahato Memorial College,Sitaram Mahato Memorial College,sitaram-mahato-memorial-college.md,"Sidho-Kanho-Birsha University / Purulia region, West Bengal",College / Affiliated Institution,Sidho-Kanho-Birsha University / Purulia region,Rest of West Bengal,Not assessed,
295,Abhedananda Mahavidyalaya,Abhedananda Mahavidyalaya,abhedananda-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
296,Acharya Sukumar Sen Mahavidyalaya,Acharya Sukumar Sen Mahavidyalaya,acharya-sukumar-sen-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
297,Aghorekamini Prakashchandra Mahavidyalaya,Aghorekamini Prakashchandra Mahavidyalaya,aghorekamini-prakashchandra-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
298,Arambagh Girls' College,Arambagh Girls' College,arambagh-girls-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
299,Balagarh Bijoy Krishna Mahavidyalaya,Balagarh Bijoy Krishna Mahavidyalaya,balagarh-bijoy-krishna-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
300,Bejoy Narayan Mahavidyalaya,Bejoy Narayan Mahavidyalaya,bejoy-narayan-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
301,Bengal Law College,Bengal Law College,bengal-law-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
302,Birbhum Mahavidyalaya,Birbhum Mahavidyalaya,birbhum-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
303,Bolpur College,Bolpur College,bolpur-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
304,Burdwan Raj College,Burdwan Raj College,burdwan-raj-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
305,Chandernagore Government College,Chandernagore Government College,chandernagore-government-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
306,Chandidas Mahavidyalaya,Chandidas Mahavidyalaya,chandidas-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
307,Chandrapur College,Chandrapur College,chandrapur-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
308,Dasarathi Hazra Memorial College,Dasarathi Hazra Memorial College,dasarathi-hazra-memorial-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
309,Deshbandhu Mahavidyalaya,Deshbandhu Mahavidyalaya,deshbandhu-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
310,Dr. Bhupendra Nath Dutta Smriti Mahavidyalaya,Dr. Bhupendra Nath Dutta Smriti Mahavidyalaya,dr-bhupendra-nath-dutta-smriti-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
311,Dr. Gourmohan Roy College,Dr. Gourmohan Roy College,dr-gourmohan-roy-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
312,Galsi Mahavidyalaya,Galsi Mahavidyalaya,galsi-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
313,Gushkara Mahavidyalaya,Gushkara Mahavidyalaya,gushkara-mahavidyalaya.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
314,Hiralal Bhakat College,Hiralal Bhakat College,hiralal-bhakat-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
315,Hooghly Mohsin College,Hooghly Mohsin College,hooghly-mohsin-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
316,Hooghly Women's College,Hooghly Women's College,hooghly-women-s-college.md,"University of Burdwan / Bardhaman-Birbhum-Hooghly region, West Bengal",College / Affiliated Institution,University of Burdwan / Bardhaman-Birbhum-Hooghly region,Rest of West Bengal,Not assessed,
317,Balurghat College,Balurghat College,balurghat-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
318,Balurghat Law College,Balurghat Law College,balurghat-law-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
319,Balurghat Mahila Mahavidyalaya,Balurghat Mahila Mahavidyalaya,balurghat-mahila-mahavidyalaya.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
320,Buniadpur Mahavidyalaya,Buniadpur Mahavidyalaya,buniadpur-mahavidyalaya.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
321,Chanchal College,Chanchal College,chanchal-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
322,Dr. Meghnad Saha College,Dr. Meghnad Saha College,dr-meghnad-saha-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
323,Gangarampur B.Ed College,Gangarampur B.Ed College,gangarampur-b-ed-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
324,Gangarampur College,Gangarampur College,gangarampur-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
325,Gazole Mahavidyalaya,Gazole Mahavidyalaya,gazole-mahavidyalaya.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
326,Gour Mahavidyalaya,Gour Mahavidyalaya,gour-mahavidyalaya.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
327,Jamini Majumdar Memorial College,Jamini Majumdar Memorial College,jamini-majumdar-memorial-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
328,Kaliachak College,Kaliachak College,kaliachak-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
329,Kaliyaganj College,Kaliyaganj College,kaliyaganj-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
330,Kumarganj College,Kumarganj College,kumarganj-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
331,Kushmandi Government College,Kushmandi Government College,kushmandi-government-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
332,Malda College,Malda College,malda-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
333,Manikchak College,Manikchak College,manikchak-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
334,Nathaniyal Murmu Memorial College,Nathaniyal Murmu Memorial College,nathaniyal-murmu-memorial-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
335,Pakuahat Degree College,Pakuahat Degree College,pakuahat-degree-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
336,Raiganj Surendranath Mahavidyalaya,Raiganj Surendranath Mahavidyalaya,raiganj-surendranath-mahavidyalaya.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
337,Samsi College,Samsi College,samsi-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
338,Shree Agrasen Mahavidyalaya,Shree Agrasen Mahavidyalaya,shree-agrasen-mahavidyalaya.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
339,South Malda College,South Malda College,south-malda-college.md,"University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region, West Bengal",College / Affiliated Institution,University of Gour Banga / Malda-Dakshin Dinajpur-Uttar Dinajpur region,Rest of West Bengal,Not assessed,
340,Asannagar Madan Mohan Tarkalankar College,Asannagar Madan Mohan Tarkalankar College,asannagar-madan-mohan-tarkalankar-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
341,Berhampore College,Berhampore College,berhampore-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
342,Berhampore Girls' College,Berhampore Girls' College,berhampore-girls-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
343,Bethuadahari College,Bethuadahari College,bethuadahari-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
344,Bimal Chandra College of Law,Bimal Chandra College of Law,bimal-chandra-college-of-law.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
345,Chakdaha College,Chakdaha College,chakdaha-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
346,Chapra Bangaljhi Mahavidyalaya,Chapra Bangaljhi Mahavidyalaya,chapra-bangaljhi-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
347,Chapra Government College,Chapra Government College,chapra-government-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
348,Domkal Girls' College,Domkal Girls' College,domkal-girls-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
349,Dr. B.R. Ambedkar College,Dr. B.R. Ambedkar College,dr-b-r-ambedkar-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
350,Dukhulal Nibaran Chandra College,Dukhulal Nibaran Chandra College,dukhulal-nibaran-chandra-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
351,Dumkal College,Dumkal College,dumkal-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
352,Dwijendralal College,Dwijendralal College,dwijendralal-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
353,G.D. College,G.D. College,g-d-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
354,Haringhata Mahavidyalaya,Haringhata Mahavidyalaya,haringhata-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
355,Hazi A.K. Khan College,Hazi A.K. Khan College,hazi-a-k-khan-college.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
356,J.R.S.E.T. College of Law,J.R.S.E.T. College of Law,j-r-s-e-t-college-of-law.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
357,Jalangi Mahavidyalaya,Jalangi Mahavidyalaya,jalangi-mahavidyalaya.md,"University of Kalyani / Nadia-Murshidabad region, West Bengal",College / Affiliated Institution,University of Kalyani / Nadia-Murshidabad region,Rest of West Bengal,Not assessed,
